03.10.2017 12:21:56	+5.48925000E-03	+2.29999200E-02	+5.74028000E-03	+1.42171000E-02	+1.31860500E-02	+6.25742000E-03	+9.65116000E-03	+2.31356600E-02	+9.09739000E-03	+6.45350000E-03	+5.08092000E-03	+5.40737000E-03	+1.42623500E-02	+4.68660000E-03	+4.49375000E-03	+2.88953000E-03	+3.52195000E-03	+4.60041000E-03	+1.81193700E-02	+1.93928300E-02
03.10.2017 14:07:31	+5.28455000E-03	+2.23588700E-02	+5.31471000E-03	+1.39154300E-02	+1.22261000E-02	+5.71442000E-03	+9.03167000E-03	+2.43229400E-02	+1.61822400E-02	+1.32409900E-02	+4.62842000E-03	+4.90962000E-03	+1.61660800E-02	+5.24253000E-03	+4.21686000E-03	+3.89473000E-03	+3.77729000E-03	+4.23410000E-03	+1.75052600E-02	+1.75559000E-02
03.10.2017 14:14:56	+5.30502000E-03	+2.23901200E-02	+5.31687000E-03	+1.39305200E-02	+1.22519600E-02	+5.70903000E-03	+9.02628000E-03	+2.43929700E-02	+1.62544200E-02	+1.38055400E-02	+4.63920000E-03	+4.92039000E-03	+1.67467900E-02	+5.18435000E-03	+4.22010000E-03	+3.87102000E-03	+3.77837000E-03	+4.24918000E-03	+1.75418900E-02	+1.75580500E-02
03.10.2017 14:36:27	+5.31364000E-03	+2.24429100E-02	+5.31040000E-03	+1.39617600E-02	+1.21916300E-02	+5.64762000E-03	+8.93686000E-03	+2.44091300E-02	+1.68157400E-02	+1.44336500E-02	+4.63704000E-03	+4.89561000E-03	+1.83542400E-02	+4.94517000E-03	+4.22440000E-03	+3.90335000E-03	+3.75682000E-03	+4.23626000E-03	+1.74998700E-02	+1.73749000E-02
03.10.2017 14:38:39	+5.28670000E-03	+2.24418300E-02	+5.30394000E-03	+1.39660700E-02	+1.21819300E-02	+5.64224000E-03	+8.92501000E-03	+2.43972800E-02	+1.68631400E-02	+1.44692100E-02	+4.63381000E-03	+4.89238000E-03	+1.85018400E-02	+4.88376000E-03	+4.21471000E-03	+3.90658000E-03	+3.75251000E-03	+4.22871000E-03	+1.74858700E-02	+1.73576600E-02
03.10.2017 14:41:00	+5.30825000E-03	+2.24299800E-02	+5.29640000E-03	+1.40048500E-02	+1.21646900E-02	+5.62715000E-03	+8.90346000E-03	+2.43800400E-02	+1.69159300E-02	+1.45026000E-02	+4.62950000E-03	+4.88484000E-03	+1.86548200E-02	+4.83420000E-03	+4.20286000E-03	+3.90442000E-03	+3.74497000E-03	+4.22010000E-03	+1.74697100E-02	+1.73145600E-02
03.10.2017 14:41:46	+5.30178000E-03	+2.24224400E-02	+5.29101000E-03	+1.40080900E-02	+1.21549900E-02	+5.62177000E-03	+8.89377000E-03	+2.43660300E-02	+1.69267100E-02	+1.45133800E-02	+4.62950000E-03	+4.88161000E-03	+1.87065400E-02	+4.82127000E-03	+4.20178000E-03	+3.90442000E-03	+3.74282000E-03	+4.21902000E-03	+1.74654000E-02	+1.73296500E-02
03.10.2017 14:51:33	+5.26946000E-03	+2.23136200E-02	+5.25977000E-03	+1.39790000E-02	+1.20774200E-02	+5.55497000E-03	+8.78818000E-03	+2.41979600E-02	+1.70355200E-02	+1.45661700E-02	+4.59610000E-03	+4.85144000E-03	+1.92538500E-02	+4.69953000E-03	+4.17915000E-03	+3.87102000E-03	+3.70511000E-03	+4.18562000E-03	+1.73652000E-02	+1.70937000E-02
03.10.2017 14:52:43	+5.26515000E-03	+2.23071600E-02	+5.25438000E-03	+1.39757700E-02	+1.20655700E-02	+5.54096000E-03	+8.77849000E-03	+2.41764100E-02	+1.70506100E-02	+1.45769400E-02	+4.59610000E-03	+4.84821000E-03	+1.93174100E-02	+4.69091000E-03	+4.17592000E-03	+3.86779000E-03	+3.70188000E-03	+4.18346000E-03	+1.73598100E-02	+1.70904700E-02
03.10.2017 14:53:11	+5.26300000E-03	+2.23017700E-02	+5.24899000E-03	+1.39725300E-02	+1.20548000E-02	+5.54096000E-03	+8.77418000E-03	+2.41731800E-02	+1.70538400E-02	+1.45780200E-02	+4.59502000E-03	+4.84282000E-03	+1.93432700E-02	+4.68768000E-03	+4.17377000E-03	+3.86779000E-03	+3.70295000E-03	+4.18131000E-03	+1.73555000E-02	+1.70721500E-02
