03.10.2017 14:54:17	0.00525869	+2.22963900E-02	+5.24899000E-03	+1.39671500E-02	+1.20440200E-02	+5.52911000E-03	+8.76448000E-03	+2.41548700E-02	+1.70603000E-02	+1.45812500E-02	+4.58964000E-03	+4.83959000E-03	+1.94025300E-02	+4.67798000E-03	+4.17054000E-03	+3.86564000E-03	+3.70080000E-03	+4.18023000E-03	+1.73490400E-02	+1.70646100E-02
03.10.2017 14:56:36	+5.23930000E-03	+2.22694500E-02	+5.23391000E-03	+1.39617600E-02	+1.20149300E-02	+5.51618000E-03	+8.73647000E-03	+2.41074600E-02	+1.70840000E-02	+1.45791000E-02	+4.58317000E-03	+4.83959000E-03	+1.95135000E-02	+4.66398000E-03	+4.16730000E-03	+3.86456000E-03	+3.69757000E-03	+4.17161000E-03	+1.73285700E-02	+1.70322900E-02
03.10.2017 14:58:08	+5.24145000E-03	+2.22532900E-02	+5.22744000E-03	+1.39488300E-02	+1.20063200E-02	+5.50002000E-03	+8.72677000E-03	+2.40826800E-02	+1.70872400E-02	+1.45758700E-02	+4.57455000E-03	+4.82774000E-03	+1.95943000E-02	+4.64781000E-03	+4.16515000E-03	+3.85594000E-03	+3.70080000E-03	+4.16946000E-03	+1.73156400E-02	+1.70042800E-02
03.10.2017 14:58:49	+5.23606000E-03	+2.22511400E-02	+5.22421000E-03	+1.39391300E-02	+1.19977000E-02	+5.49894000E-03	+8.72031000E-03	+2.40708300E-02	+1.70947800E-02	+1.45758700E-02	+4.57563000E-03	+4.82774000E-03	+1.96287800E-02	+4.64566000E-03	+4.16623000E-03	+3.85594000E-03	+3.69864000E-03	+4.16838000E-03	+1.73113300E-02	+1.69956600E-02
03.10.2017 14:59:48	+5.22960000E-03	+2.22435900E-02	+5.22206000E-03	+1.39294400E-02	+1.19977000E-02	+5.49033000E-03	+8.71492000E-03	+2.40535900E-02	+1.71077100E-02	+1.45769400E-02	+4.57348000E-03	+4.82235000E-03	+1.96783300E-02	+4.63812000E-03	+4.16299000E-03	+3.85271000E-03	+3.69649000E-03	+4.16515000E-03	+1.72962500E-02	0.01697303
03.10.2017 15:02:51	+5.21021000E-03	+2.22220500E-02	+5.21344000E-03	+1.39197400E-02	+1.19686100E-02	+5.46986000E-03	+8.68906000E-03	+2.40040300E-02	+1.71346400E-02	+1.45650900E-02	+4.56270000E-03	+4.80834000E-03	+1.98173200E-02	+4.61873000E-03	+4.15222000E-03	+3.84301000E-03	+3.68787000E-03	+4.15976000E-03	+1.72844000E-02	+1.69795000E-02
03.10.2017 15:03:49	+5.20590000E-03	+2.22123500E-02	+5.20697000E-03	+1.39154300E-02	+1.19653800E-02	+5.46447000E-03	+8.68152000E-03	+2.39878700E-02	+1.71400300E-02	+1.45554000E-02	+4.56055000E-03	+4.81158000E-03	+1.98658000E-02	+4.61011000E-03	+4.15437000E-03	+3.84086000E-03	+3.68248000E-03	+4.15545000E-03	+1.72757800E-02	+1.69504100E-02
03.10.2017 15:04:19	+5.20805000E-03	+2.22112700E-02	+5.20051000E-03	+1.39122000E-02	+1.19535200E-02	+5.46231000E-03	+8.67290000E-03	+2.39814100E-02	+1.71421800E-02	+1.45510900E-02	+4.55839000E-03	+4.80834000E-03	+1.98830400E-02	+4.60472000E-03	+4.14899000E-03	+3.84086000E-03	+3.68033000E-03	+4.15653000E-03	+1.72650000E-02	+1.69644200E-02
03.10.2017 15:06:28	+5.19836000E-03	+2.21918800E-02	+5.19297000E-03	+1.39025000E-02	+1.19298200E-02	+5.44723000E-03	+8.65890000E-03	+2.39447800E-02	+1.71497300E-02	+1.45230700E-02	+4.55516000E-03	+4.79542000E-03	+1.99767700E-02	+4.59287000E-03	+4.14791000E-03	+3.83655000E-03	+3.68141000E-03	+4.15437000E-03	+1.72531500E-02	+1.69342500E-02
03.10.2017 15:06:57	+5.19512000E-03	+2.21908000E-02	+5.19189000E-03	+1.38981900E-02	+1.19309000E-02	+5.44184000E-03	+8.65136000E-03	+2.39350800E-02	+1.71551100E-02	+1.45198400E-02	+4.55193000E-03	+4.79542000E-03	+1.99983200E-02	+4.58640000E-03	+4.14576000E-03	+3.83224000E-03	+3.67710000E-03	+4.14791000E-03	+1.72477700E-02	+1.69277800E-02
03.10.2017 15:08:24	+5.19943000E-03	+2.21854200E-02	+5.18650000E-03	+1.38906500E-02	+1.19233600E-02	+5.43215000E-03	+8.64058000E-03	+2.39135300E-02	+1.71680400E-02	+1.45026000E-02	+4.54546000E-03	+4.78680000E-03	+2.00608000E-02	+4.57671000E-03	+4.13929000E-03	+3.82793000E-03	+3.67171000E-03	+4.15222000E-03	+1.72477700E-02	+1.68933100E-02
04.10.2017 11:52:58	+3.11686000E-03	+1.05109100E-02	+2.54154000E-03	+4.58209000E-03	+4.20932000E-03	+3.02851000E-03	+3.28816000E-03	+1.31397200E-02	+6.45673000E-03	+3.81069000E-03	+2.53507000E-03	+2.93694000E-03	+7.87888000E-03	+2.45750000E-03	+2.80334000E-03	+2.18277000E-03	+2.09874000E-03	+2.46181000E-03	+8.57379000E-03	+7.90689000E-03
04.10.2017 12:02:15	+3.11578000E-03	+1.04882900E-02	+2.54369000E-03	+4.57563000E-03	+4.19747000E-03	+3.03498000E-03	+3.29570000E-03	+1.30977000E-02	+6.43734000E-03	+3.81716000E-03	+2.53615000E-03	+2.94986000E-03	+7.86918000E-03	+2.46935000E-03	+2.81411000E-03	+2.18385000E-03	+2.09227000E-03	+2.46828000E-03	+8.57809000E-03	+7.86702000E-03
