03.10.2017 12:21:56	5.48925e-06	2.299992e-05	5.74028e-06	1.42171e-05	1.318605e-05	6.25742e-06	9.65116e-06	2.313566e-05	9.09739e-06	6.4535e-06	5.08092e-06	5.40737e-06	1.426235e-05	4.6866e-06	4.49375e-06	2.88953e-06	3.52195e-06	4.60041e-06	1.811937e-05		
03.10.2017 14:07:31	5.28455e-06	2.235887e-05	5.31471e-06	1.391543e-05	1.22261e-05	5.71442e-06	9.03167e-06	2.432294e-05	1.618224e-05	1.324099e-05	4.62842e-06	4.90962e-06	1.616608e-05	5.24253e-06	4.21686e-06	3.89473e-06	3.77729e-06	4.2341e-06	1.750526e-05		
03.10.2017 14:14:56	5.30502e-06	2.239012e-05	5.31687e-06	1.393052e-05	1.225196e-05	5.70903e-06	9.02628e-06	2.439297e-05	1.625442e-05	1.380554e-05	4.6392e-06	4.92039e-06	1.674679e-05	5.18435e-06	4.2201e-06	3.87102e-06	3.77837e-06	4.24918e-06	1.754189e-05		
03.10.2017 14:36:27	5.31364e-06	2.244291e-05	5.3104e-06	1.396176e-05	1.219163e-05	5.64762e-06	8.93686e-06	2.440913e-05	1.681574e-05	1.443365e-05	4.63704e-06	4.89561e-06	1.835424e-05	4.94517e-06	4.2244e-06	3.90335e-06	3.75682e-06	4.23626e-06	1.749987e-05		
03.10.2017 14:38:39	5.2867e-06	2.244183e-05	5.30394e-06	1.396607e-05	1.218193e-05	5.64224e-06	8.92501e-06	2.439728e-05	1.686314e-05	1.446921e-05	4.63381e-06	4.89238e-06	1.850184e-05	4.88376e-06	4.21471e-06	3.90658e-06	3.75251e-06	4.22871e-06	1.748587e-05		
03.10.2017 14:41:00	5.30825e-06	2.242998e-05	5.2964e-06	1.400485e-05	1.216469e-05	5.62715e-06	8.90346e-06	2.438004e-05	1.691593e-05	1.45026e-05	4.6295e-06	4.88484e-06	1.865482e-05	4.8342e-06	4.20286e-06	3.90442e-06	3.74497e-06	4.2201e-06	1.746971e-05		
03.10.2017 14:41:46	5.30178e-06	2.242244e-05	5.29101e-06	1.400809e-05	1.215499e-05	5.62177e-06	8.89377e-06	2.436603e-05	1.692671e-05	1.451338e-05	4.6295e-06	4.88161e-06	1.870654e-05	4.82127e-06	4.20178e-06	3.90442e-06	3.74282e-06	4.21902e-06	1.74654e-05		
03.10.2017 14:51:33	5.26946e-06	2.231362e-05	5.25977e-06	1.3979e-05	1.207742e-05	5.55497e-06	8.78818e-06	2.419796e-05	1.703552e-05	1.456617e-05	4.5961e-06	4.85144e-06	1.925385e-05	4.69953e-06	4.17915e-06	3.87102e-06	3.70511e-06	4.18562e-06	1.73652e-05		
03.10.2017 14:52:43	5.26515e-06	2.230716e-05	5.25438e-06	1.397577e-05	1.206557e-05	5.54096e-06	8.77849e-06	2.417641e-05	1.705061e-05	1.457694e-05	4.5961e-06	4.84821e-06	1.931741e-05	4.69091e-06	4.17592e-06	3.86779e-06	3.70188e-06	4.18346e-06	1.735981e-05		
03.10.2017 14:53:11	5.263e-06	2.230177e-05	5.24899e-06	1.397253e-05	1.20548e-05	5.54096e-06	8.77418e-06	2.417318e-05	1.705384e-05	1.457802e-05	4.59502e-06	4.84282e-06	1.934327e-05	4.68768e-06	4.17377e-06	3.86779e-06	3.70295e-06	4.18131e-06	1.73555e-05		
03.10.2017 14:54:17	5.25869e-06	2.229639e-05	5.24899e-06	1.396715e-05	1.204402e-05	5.52911e-06	8.76448e-06	2.415487e-05	1.70603e-05	1.458125e-05	4.58964e-06	4.83959e-06	1.940253e-05	4.67798e-06	4.17054e-06	3.86564e-06	3.7008e-06	4.18023e-06	1.734904e-05		
03.10.2017 14:56:36	5.2393e-06	2.226945e-05	5.23391e-06	1.396176e-05	1.201493e-05	5.51618e-06	8.73647e-06	2.410746e-05	1.7084e-05	1.45791e-05	4.58317e-06	4.83959e-06	1.95135e-05	4.66398e-06	4.1673e-06	3.86456e-06	3.69757e-06	4.17161e-06	1.732857e-05		
03.10.2017 14:58:08	5.24145e-06	2.225329e-05	5.22744e-06	1.394883e-05	1.200632e-05	5.50002e-06	8.72677e-06	2.408268e-05	1.708724e-05	1.457587e-05	4.57455e-06	4.82774e-06	1.95943e-05	4.64781e-06	4.16515e-06	3.85594e-06	3.7008e-06	4.16946e-06	1.731564e-05		
03.10.2017 14:58:49	5.23606e-06	2.225114e-05	5.22421e-06	1.393913e-05	1.19977e-05	5.49894e-06	8.72031e-06	2.407083e-05	1.709478e-05	1.457587e-05	4.57563e-06	4.82774e-06	1.962878e-05	4.64566e-06	4.16623e-06	3.85594e-06	3.69864e-06	4.16838e-06	1.731133e-05		
03.10.2017 14:59:48	5.2296e-06	2.224359e-05	5.22206e-06	1.392944e-05	1.19977e-05	5.49033e-06	8.71492e-06	2.405359e-05	1.710771e-05	1.457694e-05	4.57348e-06	4.82235e-06	1.967833e-05	4.63812e-06	4.16299e-06	3.85271e-06	3.69649e-06	4.16515e-06	1.729625e-05		
03.10.2017 15:02:51	5.21021e-06	2.222205e-05	5.21344e-06	1.391974e-05	1.196861e-05	5.46986e-06	8.68906e-06	2.400403e-05	1.713464e-05	1.456509e-05	4.5627e-06	4.80834e-06	1.981732e-05	4.61873e-06	4.15222e-06	3.84301e-06	3.68787e-06	4.15976e-06	1.72844e-05		
03.10.2017 15:03:49	5.2059e-06	2.221235e-05	5.20697e-06	1.391543e-05	1.196538e-05	5.46447e-06	8.68152e-06	2.398787e-05	1.714003e-05	1.45554e-05	4.56055e-06	4.81158e-06	1.98658e-05	4.61011e-06	4.15437e-06	3.84086e-06	3.68248e-06	4.15545e-06	1.727578e-05		
03.10.2017 15:04:19	5.20805e-06	2.221127e-05	5.20051e-06	1.39122e-05	1.195352e-05	5.46231e-06	8.6729e-06	2.398141e-05	1.714218e-05	1.455109e-05	4.55839e-06	4.80834e-06	1.988304e-05	4.60472e-06	4.14899e-06	3.84086e-06	3.68033e-06	4.15653e-06	1.7265e-05		
03.10.2017 15:06:28	5.19836e-06	2.219188e-05	5.19297e-06	1.39025e-05	1.192982e-05	5.44723e-06	8.6589e-06	2.394478e-05	1.714973e-05	1.452307e-05	4.55516e-06	4.79542e-06	1.997677e-05	4.59287e-06	4.14791e-06	3.83655e-06	3.68141e-06	4.15437e-06	1.725315e-05		
03.10.2017 15:06:57	5.19512e-06	2.21908e-05	5.19189e-06	1.389819e-05	1.19309e-05	5.44184e-06	8.65136e-06	2.393508e-05	1.715511e-05	1.451984e-05	4.55193e-06	4.79542e-06	1.999832e-05	4.5864e-06	4.14576e-06	3.83224e-06	3.6771e-06	4.14791e-06	1.724777e-05		
03.10.2017 15:08:24	5.19943e-06	2.218542e-05	5.1865e-06	1.389065e-05	1.192336e-05	5.43215e-06	8.64058e-06	2.391353e-05	1.716804e-05	1.45026e-05	4.54546e-06	4.7868e-06	2.00608e-05	4.57671e-06	4.13929e-06	3.82793e-06	3.67171e-06	4.15222e-06	1.724777e-05		
04.10.2017 11:52:58	3.11686e-06	1.051091e-05	2.54154e-06	4.58209e-06	4.20932e-06	3.02851e-06	3.28816e-06	1.313972e-05	6.45673e-06	3.81069e-06	2.53507e-06	2.93694e-06	7.87888e-06	2.4575e-06	2.80334e-06	2.18277e-06	2.09874e-06	2.46181e-06	8.57379e-06		
04.10.2017 12:02:15	3.11578e-06	1.048829e-05	2.54369e-06	4.57563e-06	4.19747e-06	3.03498e-06	3.2957e-06	1.30977e-05	6.43734e-06	3.81716e-06	2.53615e-06	2.94986e-06	7.86918e-06	2.46935e-06	2.81411e-06	2.18385e-06	2.09227e-06	2.46828e-06	8.57809e-06		
